Day Type,Hour,Direction,Station,Departure Time,Trains per Hour,Minutes Between Trains
weekday,20,0,Forest Hills,20:00,10,6.0
weekday,20,0,Forest Hills,20:06,10,6.0
weekday,20,0,Forest Hills,20:12,10,6.0
weekday,20,0,Forest Hills,20:18,10,6.0
weekday,20,0,Forest Hills,20:24,10,6.0
weekday,20,0,Forest Hills,20:30,10,6.0
weekday,20,0,Forest Hills,20:36,10,6.0
weekday,20,0,Forest Hills,20:42,10,6.0
weekday,20,0,Forest Hills,20:48,10,6.0
weekday,20,0,Forest Hills,20:54,10,6.0
weekday,20,1,Oak Grove,20:00,5,12.0
weekday,20,1,Oak Grove,20:12,5,12.0
weekday,20,1,Oak Grove,20:24,5,12.0
weekday,20,1,Oak Grove,20:36,5,12.0
weekday,20,1,Oak Grove,20:48,5,12.0
weekday,21,0,Forest Hills,21:00,4,15.0
weekday,21,0,Forest Hills,21:15,4,15.0
weekday,21,0,Forest Hills,21:30,4,15.0
weekday,21,0,Forest Hills,21:45,4,15.0
weekday,21,1,Oak Grove,21:00,4,15.0
weekday,21,1,Oak Grove,21:15,4,15.0
weekday,21,1,Oak Grove,21:30,4,15.0
weekday,21,1,Oak Grove,21:45,4,15.0
weekday,22,0,Forest Hills,22:00,10,6.0
weekday,22,0,Forest Hills,22:06,10,6.0
weekday,22,0,Forest Hills,22:12,10,6.0
weekday,22,0,Forest Hills,22:18,10,6.0
weekday,22,0,Forest Hills,22:24,10,6.0
weekday,22,0,Forest Hills,22:30,10,6.0
weekday,22,0,Forest Hills,22:36,10,6.0
weekday,22,0,Forest Hills,22:42,10,6.0
weekday,22,0,Forest Hills,22:48,10,6.0
weekday,22,0,Forest Hills,22:54,10,6.0
weekday,22,1,Oak Grove,22:00,3,20.0
weekday,22,1,Oak Grove,22:20,3,20.0
weekday,22,1,Oak Grove,22:40,3,20.0
weekday,23,0,Forest Hills,23:00,8,7.5
weekday,23,0,Forest Hills,23:07,8,7.5
weekday,23,0,Forest Hills,23:15,8,7.5
weekday,23,0,Forest Hills,23:22,8,7.5
weekday,23,0,Forest Hills,23:30,8,7.5
weekday,23,0,Forest Hills,23:37,8,7.5
weekday,23,0,Forest Hills,23:45,8,7.5
weekday,23,0,Forest Hills,23:52,8,7.5
weekday,23,1,Oak Grove,23:00,4,15.0
weekday,23,1,Oak Grove,23:15,4,15.0
weekday,23,1,Oak Grove,23:30,4,15.0
weekday,23,1,Oak Grove,23:45,4,15.0
