day_type_name,hour,direction_id,trains,frequency_minutes,load_per_train,demand
weekday,9,1,9,6.7,213511.0,1921600.5428571429
weekday,10,0,10,6.0,192056.0,1920559.4
weekday,10,1,5,12.0,384320.0,1921600.5428571429
weekday,11,0,10,6.0,192056.0,1920559.4
weekday,11,1,7,8.6,274514.0,1921600.5428571429
weekday,12,0,8,7.5,240070.0,1920559.4
weekday,12,1,8,7.5,240200.0,1921600.5428571429
weekday,13,0,8,7.5,240070.0,1920559.4
weekday,13,1,10,6.0,192160.0,1921600.5428571429
weekday,14,0,10,6.0,98646.0,986465.0
weekday,14,1,10,6.0,88708.0,887075.1428571428
weekday,15,0,7,8.6,140924.0,986465.0
weekday,15,1,10,6.0,88708.0,887075.1428571428
weekday,16,0,10,6.0,363702.0,3637015.5
weekday,16,1,10,6.0,460219.0,4602191.5
weekday,17,0,10,6.0,363702.0,3637015.5
weekday,17,1,10,6.0,460219.0,4602191.5
weekday,18,0,10,6.0,124283.0,1242832.3333333335
weekday,18,1,7,8.6,210241.0,1471689.0
weekday,19,0,10,6.0,124283.0,1242832.3333333335
weekday,19,1,8,7.5,183961.0,1471689.0
weekday,20,0,10,6.0,124283.0,1242832.3333333335
weekday,20,1,10,6.0,147169.0,1471689.0
weekday,21,0,4,15.0,83883.0,335533.6666666667
weekday,21,1,5,12.0,83350.0,416752.0
weekday,22,0,4,15.0,83883.0,335533.6666666667
weekday,22,1,5,12.0,83350.0,416752.0
weekday,23,0,5,12.0,67107.0,335533.6666666667
weekday,23,1,5,12.0,83350.0,416752.0
