mode,season,route_id,route_name,direction_id,day_type_id,day_type_name,time_period_id,time_period_name,stop_name,stop_id,total_ons,total_offs,number_service_days,average_ons,average_offs,average_flow,ObjectId
1,Fall 2019,Orange,Orange Line,1,day_type_02,saturday,time_period_10,OFF_PEAK,Tufts Medical Center,place-tumnl,16741,9115,12,1395,760,13582,5132
1,Fall 2019,Orange,Orange Line,1,day_type_02,saturday,time_period_10,OFF_PEAK,Wellington,place-welln,2324,35953,12,194,2996,6064,5133
1,Fall 2019,Orange,Orange Line,1,day_type_03,sunday,time_period_11,OFF_PEAK,Assembly,place-astao,3581,16281,8,448,2035,7268,5134
1,Fall 2019,Orange,Orange Line,1,day_type_03,sunday,time_period_11,OFF_PEAK,Back Bay,place-bbsta,25616,10032,8,3202,1254,10356,5135
1,Fall 2019,Orange,Orange Line,1,day_type_03,sunday,time_period_11,OFF_PEAK,Community College,place-ccmnl,2153,11162,8,269,1395,11049,5136
1,Fall 2019,Orange,Orange Line,1,day_type_03,sunday,time_period_11,OFF_PEAK,Chinatown,place-chncl,15640,7176,8,1955,897,11954,5137
1,Fall 2019,Orange,Orange Line,1,day_type_03,sunday,time_period_11,OFF_PEAK,Downtown Crossing,place-dwnxg,39647,28780,8,4956,3598,13312,5138
1,Fall 2019,Orange,Orange Line,1,day_type_03,sunday,time_period_11,OFF_PEAK,Forest Hills,place-forhl,11831,0,8,1479,0,1479,5139
1,Fall 2019,Orange,Orange Line,1,day_type_03,sunday,time_period_11,OFF_PEAK,Green Street,place-grnst,2738,296,8,342,37,1784,5140
1,Fall 2019,Orange,Orange Line,1,day_type_03,sunday,time_period_11,OFF_PEAK,Haymarket,place-haecl,12971,12784,8,1621,1598,12065,5141
