mode,season,route_id,route_name,direction_id,day_type_id,day_type_name,time_period_id,time_period_name,stop_name,stop_id,total_ons,total_offs,number_service_days,average_ons,average_offs,average_flow,ObjectId
1,Fall 2019,Orange,Orange Line,1,day_type_03,sunday,time_period_11,OFF_PEAK,Jackson Square,place-jaksn,5020,700,8,628,88,2689,5142
1,Fall 2019,Orange,Orange Line,1,day_type_03,sunday,time_period_11,OFF_PEAK,Massachusetts Ave.,place-masta,11504,5848,8,1438,731,8408,5143
1,Fall 2019,Orange,Orange Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Back Bay,place-bbsta,108204,46051,77,1405,598,5291,5144
1,Fall 2019,Orange,Orange Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Community College,place-ccmnl,17491,59874,77,227,778,5306,5147
1,Fall 2019,Orange,Orange Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Chinatown,place-chncl,54881,22138,77,713,288,6217,5149
1,Fall 2019,Orange,Orange Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Downtown Crossing,place-dwnxg,227987,162838,77,2961,2115,7063,5151
1,Fall 2019,Orange,Orange Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Forest Hills,place-forhl,116360,0,77,1511,0,1511,5153
1,Fall 2019,Orange,Orange Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Green Street,place-grnst,28020,5871,77,364,76,1799,5155
1,Fall 2019,Orange,Orange Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Haymarket,place-haecl,47604,60169,77,618,781,6083,5157
1,Fall 2019,Orange,Orange Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Jackson Square,place-jaksn,45350,13542,77,589,176,2467,5179
1,Fall 2019,Orange,Orange Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Massachusetts Ave.,place-masta,41153,25638,77,534,333,4484,5180
1,Fall 2019,Orange,Orange Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Malden Center,place-mlmnl,1508,144060,77,20,1871,946,5181
1,Fall 2019,Orange,Orange Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,North Station,place-north,57349,74752,77,745,971,5857,5182
1,Fall 2019,Orange,Orange Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Oak Grove,place-ogmnl,0,72845,77,0,946,0,5183
1,Fall 2019,Orange,Orange Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Roxbury Crossing,place-rcmnl,62237,14208,77,808,185,3091,5184
1,Fall 2019,Orange,Orange Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Ruggles,place-rugg,118300,26567,77,1536,345,4282,5185
1,Fall 2019,Orange,Orange Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Stony Brook,place-sbmnl,22783,3144,77,296,41,2054,5186
1,Fall 2019,Orange,Orange Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,State Street,place-state,82726,145647,77,1074,1892,6246,5187
1,Fall 2019,Orange,Orange Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Sullivan Square,place-sull,14936,82153,77,194,1067,4433,5188
1,Fall 2019,Orange,Orange Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Tufts Medical Center,place-tumnl,61487,22917,77,799,298,5792,5189
1,Fall 2019,Orange,Orange Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Wellington,place-welln,3901,95848,77,51,1245,2797,5190
1,Fall 2019,Orange,Orange Line,1,day_type_01,weekday,time_period_06,PM_PEAK,Assembly,place-astao,19136,82272,77,249,1068,10795,5191
1,Fall 2019,Orange,Orange Line,1,day_type_01,weekday,time_period_06,PM_PEAK,Back Bay,place-bbsta,342673,46327,77,4450,602,9279,5192
1,Fall 2019,Orange,Orange Line,1,day_type_01,weekday,time_period_06,PM_PEAK,Community College,place-ccmnl,33201,77323,77,431,1004,13428,5193
1,Fall 2019,Orange,Orange Line,1,day_type_01,weekday,time_period_06,PM_PEAK,Chinatown,place-chncl,90045,30998,77,1169,403,11230,5194
1,Fall 2019,Orange,Orange Line,1,day_type_01,weekday,time_period_06,PM_PEAK,Downtown Crossing,place-dwnxg,456299,224440,77,5926,2915,14241,5195
1,Fall 2019,Orange,Orange Line,1,day_type_01,weekday,time_period_06,PM_PEAK,Forest Hills,place-forhl,108691,0,77,1412,0,1412,5196
1,Fall 2019,Orange,Orange Line,1,day_type_01,weekday,time_period_06,PM_PEAK,Green Street,place-grnst,28326,3417,77,368,44,1735,5197
1,Fall 2019,Orange,Orange Line,1,day_type_01,weekday,time_period_06,PM_PEAK,Haymarket,place-haecl,90454,74391,77,1175,966,14690,5198
1,Fall 2019,Orange,Orange Line,1,day_type_01,weekday,time_period_06,PM_PEAK,Jackson Square,place-jaksn,50914,12693,77,661,165,2551,5199
1,Fall 2019,Orange,Orange Line,1,day_type_01,weekday,time_period_06,PM_PEAK,Massachusetts Ave.,place-masta,69561,22878,77,903,297,5430,5200
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Assembly,place-astao,315,184,19,17,10,806,5609
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Back Bay,place-bbsta,137,3297,19,7,174,356,5610
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Community College,place-ccmnl,751,579,19,40,30,1141,5611
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Chinatown,place-chncl,58,1307,19,3,69,609,5612
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Downtown Crossing,place-dwnxg,1262,7525,19,66,396,675,5613
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_08,LATE_EVENING,Community College,place-ccmnl,1709,281,19,90,15,544,5616
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_03,AM_PEAK,Community College,place-ccmnl,10619,12279,19,559,646,13227,5618
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Oak Grove,place-ogmnl,7280,0,19,383,0,383,5619
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Forest Hills,place-forhl,0,2336,19,0,123,0,5621
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Green Street,place-grnst,40,205,19,2,11,123,5622
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Haymarket,place-haecl,1413,1196,19,74,63,981,5623
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Jackson Square,place-jaksn,82,400,19,4,21,139,5624
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Massachusetts Ave.,place-masta,157,868,19,8,46,319,5625
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Malden Center,place-mlmnl,7496,15,19,395,1,563,5626
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,North Station,place-north,157,3412,19,8,180,970,5627
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Oak Grove,place-ogmnl,3211,0,19,169,0,169,5628
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Roxbury Crossing,place-rcmnl,53,736,19,3,39,155,5629
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Ruggles,place-rugg,91,2510,19,5,132,191,5630
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Stony Brook,place-sbmnl,52,187,19,3,10,132,5631
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,State Street,place-state,3210,2769,19,169,146,1004,5632
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Sullivan Square,place-sull,6735,538,19,354,28,1132,5633
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Tufts Medical Center,place-tumnl,213,1855,19,11,98,522,5634
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Wellington,place-welln,4608,123,19,243,6,799,5635
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Assembly,place-astao,1972,737,19,104,39,2809,5636
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Back Bay,place-bbsta,1208,12805,19,64,674,1427,5637
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Community College,place-ccmnl,2649,2387,19,139,126,3302,5638
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Chinatown,place-chncl,267,4237,19,14,223,2477,5639
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Downtown Crossing,place-dwnxg,7235,25472,19,381,1341,2686,5640
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Forest Hills,place-forhl,0,7389,19,0,389,0,5641
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Green Street,place-grnst,123,1134,19,6,60,389,5642
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Haymarket,place-haecl,4935,4966,19,260,261,3141,5643
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Jackson Square,place-jaksn,1140,1510,19,60,79,460,5644
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Massachusetts Ave.,place-masta,768,3443,19,40,181,1286,5645
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Malden Center,place-mlmnl,20013,91,19,1053,5,2100,5646
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_02,EARLY_AM,North Station,place-north,5773,8799,19,304,463,3143,5647
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Oak Grove,place-ogmnl,19969,0,19,1051,0,1051,5648
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Roxbury Crossing,place-rcmnl,551,4640,19,29,244,480,5649
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Ruggles,place-rugg,1156,12378,19,61,651,695,5650
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Stony Brook,place-sbmnl,253,601,19,13,32,442,5651
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_02,EARLY_AM,State Street,place-state,17571,7988,19,925,420,3645,5652
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Sullivan Square,place-sull,10727,1630,19,565,86,3288,5653
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Tufts Medical Center,place-tumnl,774,9128,19,41,480,2037,5654
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Wellington,place-welln,12539,286,19,660,15,2744,5655
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_03,AM_PEAK,Assembly,place-astao,12353,2963,19,650,156,11592,5656
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_03,AM_PEAK,Back Bay,place-bbsta,6955,82682,19,366,4352,3962,5657
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_03,AM_PEAK,Chinatown,place-chncl,1896,20143,19,100,1060,9292,5659
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_08,LATE_EVENING,Chinatown,place-chncl,3461,697,19,182,37,1571,5660
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Roxbury Crossing,place-rcmnl,8728,9385,19,459,494,4016,5663
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_03,AM_PEAK,Downtown Crossing,place-dwnxg,37037,104850,19,1949,5518,10252,5664
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_08,LATE_EVENING,Downtown Crossing,place-dwnxg,11498,6048,19,605,318,1426,5667
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_08,LATE_EVENING,Forest Hills,place-forhl,0,13221,19,0,696,0,5670
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_08,LATE_EVENING,Green Street,place-grnst,87,3156,19,5,166,696,5674
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_03,AM_PEAK,Forest Hills,place-forhl,0,16724,19,0,880,0,5678
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Ruggles,place-rugg,9398,23328,19,495,1228,4051,5680
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_08,LATE_EVENING,Haymarket,place-haecl,4022,1262,19,212,66,997,5681
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_03,AM_PEAK,Green Street,place-grnst,430,3959,19,23,208,880,5685
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Stony Brook,place-sbmnl,635,10425,19,33,549,2775,5687
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,State Street,place-state,29379,14063,19,1546,740,5818,5688
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Sullivan Square,place-sull,19730,2362,19,1038,124,3488,5689
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Tufts Medical Center,place-tumnl,7111,10500,19,374,553,5579,5690
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Wellington,place-welln,11516,859,19,606,45,2151,5691
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_06,PM_PEAK,Assembly,place-astao,18142,1691,19,955,89,3161,5692
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_06,PM_PEAK,Back Bay,place-bbsta,30219,39686,19,1590,2089,9972,5693
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_06,PM_PEAK,Community College,place-ccmnl,17788,4135,19,936,218,5010,5694
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_06,PM_PEAK,Chinatown,place-chncl,9051,7480,19,476,394,10251,5695
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_06,PM_PEAK,Downtown Crossing,place-dwnxg,77071,52402,19,4056,2758,10168,5696
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_06,PM_PEAK,Forest Hills,place-forhl,0,83377,19,0,4388,0,5697
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_06,PM_PEAK,Green Street,place-grnst,1092,23181,19,57,1220,4388,5698
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_06,PM_PEAK,Haymarket,place-haecl,25003,10477,19,1316,551,6965,5699
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_06,PM_PEAK,Jackson Square,place-jaksn,3040,28660,19,160,1508,6928,5700
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_06,PM_PEAK,Massachusetts Ave.,place-masta,12260,20032,19,645,1054,9563,5701
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_06,PM_PEAK,Malden Center,place-mlmnl,20950,984,19,1103,52,1531,5702
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_06,PM_PEAK,North Station,place-north,33169,10542,19,1746,555,6201,5703
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_06,PM_PEAK,Oak Grove,place-ogmnl,9131,0,19,481,0,481,5704
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_06,PM_PEAK,Roxbury Crossing,place-rcmnl,7782,17775,19,410,936,8276,5705
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_06,PM_PEAK,Ruggles,place-rugg,16285,30744,19,857,1618,8802,5706
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_06,PM_PEAK,Stony Brook,place-sbmnl,975,27136,19,51,1428,5551,5707
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_06,PM_PEAK,State Street,place-state,50826,14642,19,2675,771,8870,5708
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_06,PM_PEAK,Sullivan Square,place-sull,24808,3342,19,1306,176,4291,5709
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_06,PM_PEAK,Tufts Medical Center,place-tumnl,13977,9799,19,736,516,10471,5710
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_06,PM_PEAK,Wellington,place-welln,15338,820,19,807,43,2296,5711
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_07,EVENING,Assembly,place-astao,7561,933,19,398,49,1448,5712
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_07,EVENING,Back Bay,place-bbsta,19831,14176,19,1044,746,5838,5713
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_07,EVENING,Community College,place-ccmnl,11471,1326,19,604,70,2469,5714
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_07,EVENING,Chinatown,place-chncl,9368,3526,19,493,186,5448,5715
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_07,EVENING,Downtown Crossing,place-dwnxg,46680,23999,19,2457,1263,5140,5716
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_07,EVENING,Forest Hills,place-forhl,0,46119,19,0,2427,0,5717
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_07,EVENING,Green Street,place-grnst,456,14687,19,24,773,2427,5718
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_07,EVENING,Haymarket,place-haecl,12746,4895,19,671,258,3223,5719
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_07,EVENING,Jackson Square,place-jaksn,1898,18533,19,100,975,4102,5720
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_07,EVENING,Massachusetts Ave.,place-masta,9035,10665,19,476,561,5752,5721
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_07,EVENING,Malden Center,place-mlmnl,11369,880,19,598,46,802,5722
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_07,EVENING,North Station,place-north,11571,5101,19,609,268,2809,5723
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_07,EVENING,Oak Grove,place-ogmnl,4752,0,19,250,0,250,5724
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_07,EVENING,Roxbury Crossing,place-rcmnl,3827,10581,19,201,557,4978,5725
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_07,EVENING,Ruggles,place-rugg,9526,17485,19,501,920,5333,5726
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_07,EVENING,Stony Brook,place-sbmnl,713,18301,19,38,963,3176,5727
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_07,EVENING,State Street,place-state,22080,8326,19,1162,438,3946,5728
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_07,EVENING,Sullivan Square,place-sull,11149,1907,19,587,100,1935,5729
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_07,EVENING,Tufts Medical Center,place-tumnl,6463,4707,19,340,248,5540,5730
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_07,EVENING,Wellington,place-welln,6174,522,19,325,27,1100,5731
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_08,LATE_EVENING,Assembly,place-astao,1951,56,19,103,3,348,5732
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_08,LATE_EVENING,Back Bay,place-bbsta,5450,2934,19,287,154,1745,5733
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_03,AM_PEAK,Haymarket,place-haecl,13640,18870,19,718,993,13675,5736
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_08,LATE_EVENING,Jackson Square,place-jaksn,365,6410,19,19,337,1104,5739
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_08,LATE_EVENING,Massachusetts Ave.,place-masta,3002,2403,19,158,126,1777,5743
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_03,AM_PEAK,Jackson Square,place-jaksn,3280,5214,19,173,274,1206,5746
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_08,LATE_EVENING,Malden Center,place-mlmnl,2656,61,19,140,3,180,5749
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_03,AM_PEAK,Massachusetts Ave.,place-masta,2713,14252,19,143,750,3355,5752
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_03,AM_PEAK,Malden Center,place-mlmnl,92433,619,19,4865,33,8312,5796
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_08,LATE_EVENING,North Station,place-north,6459,614,19,340,32,851,5798
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_03,AM_PEAK,North Station,place-north,41111,27369,19,2164,1440,13950,5800
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_08,LATE_EVENING,Oak Grove,place-ogmnl,834,0,19,44,0,44,5802
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_08,LATE_EVENING,Roxbury Crossing,place-rcmnl,620,2720,19,33,143,1422,5806
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_03,AM_PEAK,Oak Grove,place-ogmnl,66108,0,19,3479,0,3479,5807
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_08,LATE_EVENING,Ruggles,place-rugg,2238,6878,19,118,362,1533,5810
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_03,AM_PEAK,Roxbury Crossing,place-rcmnl,1702,10655,19,90,561,1308,5812
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_08,LATE_EVENING,Stony Brook,place-sbmnl,97,4784,19,5,252,857,5815
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_03,AM_PEAK,Ruggles,place-rugg,2901,32835,19,153,1728,1779,5817
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_08,LATE_EVENING,State Street,place-state,6052,3355,19,319,177,1139,5820
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_03,AM_PEAK,Stony Brook,place-sbmnl,744,3406,19,39,179,1066,5822
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_03,AM_PEAK,State Street,place-state,43148,40367,19,2271,2125,13821,5823
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_03,AM_PEAK,Sullivan Square,place-sull,38170,5445,19,2009,287,13314,5824
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_03,AM_PEAK,Tufts Medical Center,place-tumnl,3420,28966,19,180,1525,7947,5825
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_03,AM_PEAK,Wellington,place-welln,54151,1215,19,2850,64,11098,5826
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_04,MIDDAY_BASE,Assembly,place-astao,11426,2957,19,601,156,7359,5827
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_04,MIDDAY_BASE,Back Bay,place-bbsta,10932,47176,19,575,2483,5455,5828
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_04,MIDDAY_BASE,Community College,place-ccmnl,23648,12092,19,1245,636,9566,5829
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_04,MIDDAY_BASE,Chinatown,place-chncl,6375,23082,19,336,1215,8039,5830
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_04,MIDDAY_BASE,Downtown Crossing,place-dwnxg,47583,79702,19,2504,4195,8919,5831
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_04,MIDDAY_BASE,Forest Hills,place-forhl,0,27707,19,0,1458,0,5832
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_04,MIDDAY_BASE,Green Street,place-grnst,715,6830,19,38,359,1458,5833
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_04,MIDDAY_BASE,Haymarket,place-haecl,19775,16557,19,1041,871,10088,5834
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_04,MIDDAY_BASE,Jackson Square,place-jaksn,2462,12338,19,130,649,2162,5835
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_04,MIDDAY_BASE,Massachusetts Ave.,place-masta,4839,19380,19,255,1020,4690,5836
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_04,MIDDAY_BASE,Malden Center,place-mlmnl,73038,4023,19,3844,212,5064,5837
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_04,MIDDAY_BASE,North Station,place-north,23817,17118,19,1254,901,9919,5838
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_04,MIDDAY_BASE,Oak Grove,place-ogmnl,27207,0,19,1432,0,1432,5839
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_04,MIDDAY_BASE,Roxbury Crossing,place-rcmnl,3573,11003,19,188,579,2682,5840
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_04,MIDDAY_BASE,Ruggles,place-rugg,5310,36027,19,279,1896,3073,5841
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_04,MIDDAY_BASE,Stony Brook,place-sbmnl,693,7955,19,36,419,1780,5842
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_04,MIDDAY_BASE,State Street,place-state,37243,27342,19,1960,1439,10609,5843
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_04,MIDDAY_BASE,Sullivan Square,place-sull,34657,4272,19,1824,225,8958,5844
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_04,MIDDAY_BASE,Tufts Medical Center,place-tumnl,7250,20106,19,382,1058,7363,5845
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_04,MIDDAY_BASE,Wellington,place-welln,36478,1354,19,1920,71,6913,5846
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Assembly,place-astao,9297,1273,19,489,67,2573,5847
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Back Bay,place-bbsta,14697,24315,19,774,1280,5073,5848
1,Fall 2018,Orange,Orange Line,0,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Community College,place-ccmnl,18684,4463,19,983,235,4236,5849
